gtbboxid,classid,imageid,lx,rx,ty,by,difficult,split
5393,664,482,0.0000,0.2375,0.1733,0.3767,0,train
5394,664,482,0.3225,0.4475,0.1700,0.2867,0,train
5395,664,482,0.4475,0.5900,0.1733,0.2933,0,train
5396,664,483,0.0000,0.1800,0.3900,0.5400,0,train
5398,664,483,0.0100,0.2150,0.0500,0.2067,0,train
5399,664,483,0.1725,0.3775,0.3967,0.5367,0,train
5401,664,483,0.3775,0.5475,0.3933,0.5200,0,train
5403,664,483,0.2900,0.4075,0.0300,0.1333,1,train
5404,664,483,0.4025,0.5250,0.0300,0.1333,1,train
5406,701,483,0.7475,0.9200,0.3733,0.5200,0,train
5407,701,483,0.5725,0.7225,0.2133,0.3333,0,train
5409,701,483,0.5700,0.7525,0.0400,0.2067,0,train
5410,701,483,0.7475,0.8525,0.0267,0.1567,1,train
5411,665,483,0.3900,0.5575,0.8600,0.9833,0,train
5413,665,483,0.2350,0.3950,0.8933,0.9700,0,train
5415,665,483,0.0850,0.2350,0.8700,0.9533,0,train
5417,695,483,0.5725,0.7350,0.8667,0.9900,0,train
5418,695,483,0.7325,0.9025,0.8700,1.0000,0,train
5420,695,483,0.7325,0.9075,0.7333,0.8800,0,train
5421,695,483,0.7350,0.9225,0.5933,0.7400,0,train
5422,695,483,0.5625,0.7225,0.5967,0.6933,0,train
5423,702,484,0.4150,0.5525,0.5800,0.8100,0,val-new-cl
5424,702,484,0.4100,0.5550,0.3567,0.6033,0,val-new-cl
5425,702,484,0.4050,0.5400,0.1367,0.3600,0,val-new-cl
5426,702,484,0.5550,0.7025,0.5833,0.8033,0,val-new-cl
5427,702,484,0.5600,0.7150,0.3533,0.6033,0,val-new-cl
5428,702,484,0.5425,0.6850,0.1367,0.3567,0,val-new-cl
5429,702,484,0.7025,0.8550,0.5833,0.8033,0,val-new-cl
5430,702,484,0.8525,0.9950,0.5833,0.8067,0,val-new-cl
5431,702,484,0.7100,0.8725,0.3500,0.6000,0,val-new-cl
5432,702,484,0.8700,1.0000,0.3467,0.6000,0,val-new-cl
5433,702,484,0.6850,0.8225,0.1300,0.3533,0,val-new-cl
5434,635,484,0.8525,0.9575,0.1267,0.3067,0,val-old-cl
5435,703,484,0.2900,0.4125,0.5067,0.7300,0,val-old-cl
5436,703,484,0.1600,0.2925,0.5033,0.7200,0,val-old-cl
5437,703,484,0.3025,0.4150,0.3133,0.5033,0,val-old-cl
5438,703,484,0.1750,0.3000,0.3133,0.5000,0,val-old-cl
5439,703,484,0.3425,0.4200,0.1367,0.3000,0,val-old-cl
5440,703,484,0.2450,0.3450,0.1333,0.3033,0,val-old-cl
5441,704,484,0.0000,0.0975,0.5467,0.8033,1,val-new-cl
5442,704,484,0.0675,0.1800,0.3233,0.5033,0,val-new-cl
5443,704,484,0.0000,0.0825,0.3300,0.5067,1,val-new-cl
5444,704,484,0.0400,0.1750,0.1367,0.3333,0,val-new-cl
5445,705,485,0.0000,0.0925,0.7233,0.8933,0,train
5446,705,485,0.0000,0.0725,0.5567,0.7367,1,train
5447,705,485,0.0000,0.0650,0.3833,0.5633,1,train
5448,705,485,0.0650,0.1850,0.3800,0.5600,0,train
5449,705,485,0.0725,0.1900,0.5533,0.7300,0,train
5450,705,485,0.0850,0.1925,0.7200,0.8967,0,train
5451,706,485,0.3225,0.4150,0.6900,0.8900,0,train
5452,706,485,0.2275,0.3300,0.5233,0.6833,0,train
5453,706,485,0.3300,0.4275,0.5200,0.6867,0,train
5454,706,485,0.2500,0.3450,0.3800,0.5200,0,train
5455,706,485,0.3500,0.4400,0.3800,0.5200,0,train
5456,707,485,0.8575,0.9375,0.6033,0.7500,0,train
5457,707,485,0.8800,0.9450,0.4733,0.5833,0,train
5458,707,485,0.8800,0.9450,0.3800,0.4733,0,train
5459,707,485,0.9300,1.0000,0.6033,0.7367,0,train
5460,707,485,0.9450,1.0000,0.4700,0.5800,0,train
5461,632,485,0.0700,0.2025,0.0400,0.2300,0,train
5462,632,485,0.2750,0.4025,0.0400,0.2333,1,train
5463,632,485,0.4400,0.5500,0.0567,0.2467,0,train
5464,632,485,0.5625,0.6750,0.0633,0.2433,0,train
5466,708,485,0.8350,0.9825,0.0067,0.2433,0,train
5467,705,486,0.8200,0.9750,0.6500,0.9100,0,val-old-cl
5468,705,486,0.6250,0.7425,0.6500,0.8400,0,val-old-cl
5469,705,486,0.5050,0.6200,0.6500,0.8267,0,val-old-cl
5470,705,486,0.5025,0.6275,0.4733,0.6633,0,val-old-cl
5471,705,486,0.6275,0.7575,0.4767,0.6667,0,val-old-cl
5472,705,486,0.5050,0.6275,0.2833,0.4833,0,val-old-cl
5473,705,486,0.6325,0.7600,0.2767,0.4833,0,val-old-cl
5474,706,486,0.7450,0.8275,0.6233,0.8300,1,val-old-cl
5475,706,486,0.7475,0.8375,0.4400,0.6267,0,val-old-cl
5476,706,486,0.8400,0.9500,0.4367,0.6267,0,val-old-cl
5477,706,486,0.8100,0.9100,0.2700,0.4400,0,val-old-cl
5478,706,486,0.7525,0.8100,0.2733,0.4433,1,val-old-cl
5479,709,486,0.0900,0.2325,0.6500,0.8867,0,val-new-cl
5480,709,486,0.0300,0.1600,0.4333,0.6367,0,val-new-cl
5481,709,486,0.1650,0.2550,0.4100,0.5433,0,val-new-cl
5482,709,486,0.1575,0.2500,0.2667,0.4133,0,val-new-cl
5483,709,486,0.2525,0.3075,0.2733,0.4200,1,val-new-cl
5484,709,486,0.2500,0.3025,0.4100,0.5567,1,val-new-cl
5485,632,487,0.9075,1.0000,0.5033,0.7433,1,val-old-cl
5486,632,487,0.7400,0.8950,0.5000,0.7500,0,val-old-cl
5487,632,487,0.5650,0.7100,0.5000,0.7567,1,val-old-cl
5488,632,487,0.3075,0.4475,0.5000,0.7567,0,val-old-cl
5489,632,487,0.2125,0.3425,0.2967,0.5067,0,val-old-cl
5490,632,487,0.3375,0.4600,0.3000,0.5000,0,val-old-cl
5491,632,487,0.4600,0.5875,0.3133,0.5133,0,val-old-cl
5492,632,487,0.5900,0.7150,0.3100,0.5033,0,val-old-cl
5493,632,487,0.4575,0.5675,0.5100,0.7133,0,val-old-cl
5494,632,487,0.7075,0.7850,0.3367,0.5067,0,val-old-cl
5495,632,487,0.7925,0.8975,0.3333,0.5033,0,val-old-cl
5496,708,487,0.8900,0.9650,0.3533,0.5000,0,val-old-cl
5497,710,487,0.0325,0.1350,0.5033,0.6533,0,val-new-cl
5498,710,487,0.0275,0.1325,0.3467,0.5133,0,val-new-cl
5499,710,487,0.0225,0.1350,0.1900,0.3567,0,val-new-cl
5500,710,487,0.1375,0.2250,0.3500,0.5033,0,val-new-cl
5501,710,487,0.1375,0.2375,0.1933,0.3500,0,val-new-cl
5502,708,488,0.7400,0.9433,0.5200,0.7125,0,train
5503,708,488,0.5367,0.7367,0.5125,0.7025,0,train
5504,708,488,0.8500,0.9700,0.4200,0.5275,0,train
5505,708,488,0.7367,0.8533,0.4150,0.5225,0,train
5506,708,488,0.6167,0.7333,0.4100,0.5225,0,train
5507,708,488,0.5000,0.6167,0.4050,0.5100,0,train
5508,632,488,0.3467,0.5233,0.5000,0.6700,0,train
5509,632,488,0.1600,0.3433,0.4875,0.6625,0,train
5510,632,488,0.3633,0.4933,0.3850,0.5050,0,train
5511,632,488,0.2200,0.3633,0.3725,0.5025,0,train
5512,632,488,0.0600,0.2200,0.3475,0.4975,0,train
5513,707,488,0.8100,0.9067,0.8700,1.0000,1,train
5514,707,488,0.9033,1.0000,0.8625,0.9975,0,train
5515,712,489,0.8025,0.9250,0.6567,0.8500,0,train
5516,712,489,0.8125,0.9450,0.4567,0.6733,0,train
5517,712,489,0.6700,0.8000,0.6567,0.8500,0,train
5518,712,489,0.6725,0.8100,0.4600,0.6700,0,train
5519,712,489,0.5400,0.6475,0.5867,0.7733,0,train
5520,712,489,0.4350,0.5375,0.5867,0.7767,0,train
5521,712,489,0.4625,0.5475,0.4100,0.5533,0,train
5522,712,489,0.5475,0.6325,0.4100,0.5533,0,train
5523,712,489,0.5100,0.5900,0.2767,0.4100,0,train
5524,712,489,0.5925,0.6775,0.2733,0.4133,0,train
5525,712,489,0.7000,0.7800,0.2667,0.3933,0,train
5526,711,489,0.8850,1.0000,0.2667,0.4567,0,train
5527,713,489,0.3275,0.4300,0.6167,0.7700,0,train
5528,713,489,0.2175,0.3325,0.6233,0.7767,0,train
5529,713,489,0.1300,0.2225,0.6233,0.7733,0,train
5530,713,489,0.0200,0.1300,0.6267,0.7833,0,train
5531,713,489,0.3250,0.4200,0.4600,0.6300,0,train
5532,713,489,0.3200,0.4275,0.2867,0.4667,0,train
5533,713,489,0.2100,0.3225,0.4633,0.6300,0,train
5534,713,489,0.2000,0.3125,0.2900,0.4700,0,train
5535,713,489,0.1150,0.2150,0.4700,0.6267,0,train
5536,713,489,0.0925,0.2000,0.2967,0.4733,0,train
5537,713,489,0.0025,0.1200,0.4700,0.6333,0,train
5538,713,489,0.0000,0.0975,0.3000,0.4800,0,train
5539,714,490,0.0775,0.2225,0.0000,0.2300,0,train
5540,714,490,0.2200,0.3575,0.0000,0.2267,0,train
5541,714,490,0.3550,0.4825,0.0000,0.2233,0,train
5542,714,490,0.4900,0.6225,0.0000,0.2100,0,train
5543,715,490,0.6100,0.6775,0.0767,0.2067,0,train
5544,715,490,0.6875,0.7750,0.0800,0.2000,0,train
5545,715,490,0.8075,0.9150,0.0433,0.1933,0,train
5546,711,490,0.8800,0.9725,0.5900,0.7500,0,train
5547,711,490,0.7850,0.8825,0.5933,0.7633,0,train
5548,711,490,0.6675,0.7825,0.6467,0.8433,0,train
5549,711,490,0.6075,0.6750,0.6267,0.7633,0,train
5550,711,490,0.6100,0.6825,0.4867,0.6333,0,train
5551,711,490,0.5925,0.6900,0.3333,0.4933,0,train
5552,711,490,0.6925,0.7900,0.3333,0.4933,0,train
5553,711,490,0.6800,0.7875,0.4833,0.6333,0,train
5554,711,490,0.7800,0.8550,0.4500,0.5933,0,train
5555,711,490,0.8550,0.9375,0.4400,0.5833,0,train
5556,711,490,0.8275,0.8975,0.3200,0.4433,0,train
5557,712,490,0.5150,0.6125,0.6633,0.8300,0,train
5558,712,490,0.4100,0.5125,0.6733,0.8333,0,train
5559,712,490,0.4075,0.5100,0.5000,0.6833,0,train
5560,712,490,0.5125,0.6200,0.4967,0.6767,0,train
5561,712,490,0.3200,0.4100,0.6100,0.7767,0,train
5562,712,490,0.2200,0.3175,0.6167,0.7800,0,train
5563,712,490,0.2725,0.3500,0.4533,0.5833,0,train
5564,712,490,0.3525,0.4200,0.4533,0.5833,0,train
5565,712,490,0.3275,0.3900,0.3533,0.4500,0,train
5566,712,490,0.3975,0.4625,0.3500,0.4467,0,train
5567,712,490,0.5100,0.5650,0.3433,0.4333,0,train
5568,713,490,0.1250,0.2200,0.6400,0.7833,0,train
5569,713,490,0.0325,0.1250,0.6467,0.7900,0,train
5570,713,490,0.1125,0.2100,0.5000,0.6533,0,train
5571,713,490,0.0075,0.1175,0.5100,0.6567,0,train
5572,713,490,0.0000,0.0975,0.3600,0.5167,0,train
5573,713,490,0.1050,0.2100,0.3567,0.5100,0,train
5574,717,491,0.8400,0.9800,0.3575,0.4825,0,train
5575,610,491,0.8500,0.9600,0.2725,0.3625,0,train
5576,717,491,0.8833,0.9833,0.1925,0.2775,0,train
5577,717,491,0.7700,0.8533,0.2875,0.3700,0,train
5578,717,491,0.7000,0.7667,0.2950,0.3675,0,train
5579,717,491,0.7767,0.8833,0.1900,0.2875,0,train
5580,717,491,0.7000,0.7800,0.2000,0.2950,0,train
5581,715,491,0.5700,0.7067,0.3600,0.4900,0,train
5582,715,491,0.4267,0.5600,0.3700,0.4825,0,train
5583,715,491,0.3133,0.4267,0.3700,0.4825,0,train
5584,715,491,0.2967,0.4100,0.2775,0.3725,0,train
5585,715,491,0.4133,0.5233,0.2775,0.3700,0,train
5586,715,491,0.2900,0.3700,0.2025,0.2800,0,train
5587,715,491,0.3600,0.4567,0.1925,0.2775,0,train
5588,715,491,0.4600,0.5633,0.1900,0.2850,0,train
5589,715,491,0.6000,0.7000,0.2050,0.2975,0,train
5590,715,491,0.6000,0.6900,0.2925,0.3625,0,train
5591,612,491,0.8233,0.9533,0.7450,0.8900,0,train
5592,612,491,0.8000,0.9100,0.6500,0.7425,0,train
5593,612,491,0.7933,0.8967,0.5800,0.6525,0,train
5594,612,491,0.9167,1.0000,0.6450,0.7375,0,train
5595,612,491,0.9100,1.0000,0.5825,0.6450,0,train
5596,711,491,0.6800,0.7967,0.6325,0.7550,0,train
5597,711,491,0.5667,0.7000,0.7625,0.9125,0,train
5598,711,491,0.5600,0.6867,0.6350,0.7575,0,train
5599,711,491,0.3700,0.5267,0.8225,0.9950,0,train
5600,711,491,0.4300,0.5700,0.6775,0.8000,0,train
5601,711,491,0.2967,0.4333,0.6800,0.8025,0,train
5602,711,491,0.4367,0.5633,0.5925,0.6900,0,train
5603,711,491,0.2967,0.4167,0.5950,0.6900,0,train
5604,712,491,0.1400,0.2933,0.8475,0.9900,0,train
5605,712,491,0.0000,0.1300,0.8600,1.0000,0,train
5606,712,491,0.0000,0.1333,0.7025,0.8675,0,train
5607,712,491,0.1433,0.3100,0.6975,0.8600,0,train
5608,718,492,0.3325,0.5375,0.3867,0.8333,0,val-new-cl
5609,719,492,0.5300,0.8250,0.3200,0.8333,1,val-new-cl
5610,720,492,0.7825,0.9925,0.0967,0.2533,1,val-new-cl
5611,721,493,0.7825,0.9925,0.6833,0.8433,0,train
5612,721,493,0.7550,0.9625,0.5367,0.6700,0,train
5613,722,493,0.5225,0.7275,0.6367,0.7867,0,train
5614,722,493,0.5200,0.7150,0.4833,0.6300,0,train
5615,723,493,0.3275,0.5150,0.5667,0.8267,1,train
5616,723,493,0.3675,0.5175,0.4300,0.5533,1,train
5620,724,493,0.0025,0.1275,0.6233,0.8200,1,train
5621,724,493,0.0425,0.1825,0.4700,0.5467,1,train
5622,721,494,0.4975,0.7225,0.6667,0.8200,0,train
5623,721,494,0.4925,0.7000,0.5200,0.6533,0,train
5627,722,494,0.2725,0.4875,0.6267,0.7733,0,train
5628,722,494,0.2925,0.4825,0.4700,0.6200,0,train
5629,723,494,0.0350,0.2425,0.5533,0.8200,1,train
5630,723,494,0.1325,0.2900,0.4200,0.5333,1,train
5634,726,495,0.0875,0.3525,0.6100,0.8400,0,train
5635,726,495,0.1100,0.3700,0.4467,0.6167,1,train
5636,726,495,0.1400,0.3750,0.2000,0.3800,0,train
5637,727,495,0.3925,0.5875,0.6800,0.7900,0,train
5638,727,495,0.3950,0.5725,0.5533,0.6533,0,train
5639,727,495,0.4025,0.5850,0.4533,0.5433,0,train
5640,727,495,0.3975,0.5925,0.3700,0.4667,0,train
5641,727,495,0.4125,0.6100,0.2467,0.3867,0,train
5642,728,495,0.8725,1.0000,0.6467,0.8167,0,train
5643,728,495,0.7350,0.8875,0.6367,0.8100,1,train
5644,728,495,0.8150,0.9675,0.5000,0.6467,0,train
5645,728,495,0.6050,0.7000,0.4633,0.5900,0,train
5646,728,495,0.6775,0.7725,0.5567,0.6733,0,train
5647,728,495,0.6875,0.7625,0.4400,0.5567,0,train
5648,726,496,0.6925,1.0000,0.6733,0.9367,0,train
5649,726,496,0.6950,0.9950,0.5033,0.6900,1,train
5650,726,496,0.6550,0.9125,0.2733,0.4267,0,train
5651,729,496,0.3000,0.4475,0.6167,0.8300,0,train
5656,730,497,0.5625,0.8125,0.5433,0.8700,1,val-new-cl
5657,730,497,0.5350,0.7300,0.4000,0.5167,1,val-new-cl
5658,731,498,0.5150,0.7025,0.5000,0.7833,0,train
5659,731,498,0.5050,0.6775,0.2533,0.4633,0,train
5660,732,498,0.3250,0.5075,0.4500,0.8167,0,train
5661,732,498,0.3700,0.4975,0.2800,0.4300,1,train
5662,733,498,0.1250,0.3125,0.3900,0.7900,0,train
5663,721,499,0.6300,0.9900,0.8425,1.0000,0,train
5664,721,499,0.6233,0.9567,0.6900,0.8350,0,train
5665,722,499,0.2767,0.6067,0.7925,0.9300,0,train
5666,722,499,0.3033,0.6000,0.6500,0.7850,0,train
5667,723,499,0.0000,0.2100,0.7450,0.9900,1,train
5668,723,499,0.0867,0.3100,0.5900,0.7075,1,train
5672,722,500,0.5667,0.9100,0.8000,0.9475,0,train
5673,722,500,0.5667,0.8867,0.6575,0.7875,0,train
5674,723,500,0.2400,0.5300,0.7500,0.9950,1,train
5675,723,500,0.3367,0.5533,0.6025,0.7200,1,train
5679,734,501,0.8000,1.0000,0.5000,0.8100,0,train
5680,735,501,0.5800,0.8050,0.5367,0.8367,0,train
5681,735,501,0.5650,0.7650,0.2867,0.4667,0,train
5682,735,501,0.3650,0.5775,0.4233,0.7967,0,train
5683,736,501,0.1375,0.3450,0.5333,0.8700,1,train
5684,736,501,0.1600,0.3600,0.2833,0.5100,0,train
5685,734,502,0.8700,1.0000,0.5433,0.8433,1,train
5686,735,502,0.6400,0.8700,0.5733,0.8800,0,train
5687,735,502,0.6275,0.8400,0.3233,0.5033,0,train
5688,735,502,0.4275,0.6375,0.4600,0.8367,0,train
5689,736,502,0.2050,0.4150,0.5633,0.8867,1,train
5690,736,502,0.2200,0.4200,0.3233,0.5333,0,train
5691,734,503,0.0000,0.0950,0.1867,0.5167,1,val-old-cl
5692,737,503,0.1350,0.2700,0.4667,0.5833,1,val-new-cl
5693,737,503,0.2675,0.4350,0.1733,0.3800,1,val-new-cl
5694,737,503,0.1525,0.2925,0.1567,0.2600,1,val-new-cl
5695,737,503,0.1050,0.2100,0.3300,0.4700,1,val-new-cl
5696,737,503,0.4825,0.5725,0.3067,0.4500,1,val-new-cl
5697,798,504,0.0000,0.2175,0.6167,0.7133,0,train
5698,798,504,0.0000,0.2125,0.7067,0.7967,0,train
5699,798,504,0.0900,0.2550,0.5533,0.6167,0,train
5700,798,504,0.0950,0.2625,0.4867,0.5533,0,train
5701,739,504,0.3150,0.4775,0.6567,0.7433,0,train
5702,739,504,0.3375,0.4750,0.5933,0.6600,0,train
5703,739,504,0.3425,0.4800,0.5400,0.6000,0,train
5704,739,504,0.3375,0.4850,0.4867,0.5467,0,train
5705,739,504,0.3400,0.4850,0.4333,0.4900,0,train
5706,744,504,0.4975,0.7425,0.6967,0.8133,0,train
5707,744,504,0.5000,0.7325,0.6067,0.7100,0,train
5708,744,504,0.4950,0.6900,0.5367,0.6167,0,train
5709,744,504,0.4950,0.6550,0.4800,0.5533,0,train
5710,744,504,0.4900,0.6525,0.4200,0.4900,0,train
5711,744,504,0.4900,0.6475,0.3600,0.4233,0,train
5712,744,504,0.5000,0.6575,0.2967,0.3600,0,train
5715,740,504,0.6800,0.8450,0.5533,0.6233,0,train
5716,740,504,0.7325,0.8400,0.6200,0.6900,1,train
5717,740,504,0.7325,0.8425,0.6867,0.7567,1,train
5718,741,505,0.3600,0.5533,0.7075,0.9075,0,train
5719,741,505,0.3733,0.5467,0.6325,0.7075,0,train
5720,1046,505,0.8100,1.0000,0.6125,0.7075,1,train
5721,739,505,0.2267,0.4000,0.4325,0.4925,0,train
5722,739,505,0.2667,0.4000,0.3925,0.4350,0,train
5723,739,505,0.2633,0.4100,0.3475,0.3925,0,train
5724,739,505,0.2500,0.4200,0.3075,0.3475,0,train
5725,739,505,0.2567,0.4267,0.2650,0.3075,0,train
5726,744,505,0.4200,0.7067,0.4425,0.5150,0,train
5727,744,505,0.4167,0.7100,0.3750,0.4425,0,train
5728,744,505,0.4333,0.6733,0.3375,0.3775,0,train
5729,744,505,0.4433,0.6567,0.2975,0.3375,0,train
5730,744,505,0.4367,0.6400,0.2475,0.2950,0,train
5731,744,505,0.4367,0.6400,0.1975,0.2500,0,train
5732,744,505,0.4500,0.6600,0.1475,0.2000,0,train
5733,740,505,0.7000,0.8833,0.4350,0.4850,0,train
5734,740,505,0.7000,0.8933,0.3850,0.4350,0,train
5735,740,505,0.6867,0.9000,0.3375,0.3900,0,train
5738,745,506,0.5700,0.8000,0.0833,0.2033,0,val-old-cl
5739,745,506,0.5625,0.7375,0.0000,0.0933,0,val-old-cl
5740,745,506,0.3300,0.5375,0.1133,0.2033,0,val-old-cl
5741,745,506,0.3775,0.5300,0.0000,0.0667,0,val-old-cl
5742,1047,506,0.1400,0.3175,0.0000,0.1967,1,val-new-cl
5743,742,506,0.0000,0.2150,0.6133,0.9267,0,val-old-cl
5744,1046,506,0.0950,0.2875,0.4333,0.5300,1,val-old-cl
5745,746,506,0.2725,0.4250,0.6067,0.8400,0,val-new-cl
5746,746,506,0.2850,0.4250,0.3767,0.6033,0,val-new-cl
5747,747,506,0.4400,0.5925,0.5200,0.9100,0,val-new-cl
5748,748,506,0.5900,0.8225,0.5967,0.8633,0,val-new-cl
5749,745,507,0.6225,0.8450,0.7000,0.8100,0,val-old-cl
5750,745,507,0.6150,0.7525,0.6333,0.7067,0,val-old-cl
5751,745,507,0.6100,0.7600,0.5567,0.6400,0,val-old-cl
5752,745,507,0.6075,0.7625,0.4800,0.5600,0,val-old-cl
5753,745,507,0.6150,0.7725,0.4100,0.4900,0,val-old-cl
5754,745,507,0.6000,0.7475,0.3367,0.4133,0,val-old-cl
5755,745,507,0.4025,0.6025,0.7167,0.8033,0,val-old-cl
5756,745,507,0.4075,0.5850,0.6433,0.7167,0,val-old-cl
5757,745,507,0.4325,0.5825,0.5833,0.6467,0,val-old-cl
5758,745,507,0.4375,0.5825,0.5233,0.5900,0,val-old-cl
5759,745,507,0.4525,0.5600,0.4867,0.5267,0,val-old-cl
5761,744,507,0.0050,0.1575,0.3500,0.4200,0,val-old-cl
5762,744,507,0.0000,0.1375,0.4067,0.4733,0,val-old-cl
5763,744,507,0.0000,0.1425,0.4600,0.5267,0,val-old-cl
5764,744,507,0.0025,0.1425,0.5167,0.5800,0,val-old-cl
5765,749,508,0.0875,0.3375,0.3567,0.6767,0,train
5766,750,508,0.3400,0.5875,0.4300,0.7067,0,train
5767,751,508,0.5675,0.7850,0.3933,0.7200,0,train
5768,752,508,0.7825,1.0000,0.3833,0.7300,0,train
5769,753,509,0.0100,0.3533,0.6600,1.0000,0,val-new-cl
5770,750,509,0.0000,0.2933,0.2775,0.4850,0,val-old-cl
5771,751,509,0.2967,0.5700,0.2500,0.4850,0,val-old-cl
5772,752,509,0.5833,0.8867,0.2500,0.4950,0,val-old-cl
5773,754,509,0.3767,0.6533,0.7925,0.9425,1,val-new-cl
5774,754,509,0.3700,0.5567,0.6850,0.7950,1,val-new-cl
5775,754,509,0.7233,0.9033,0.7475,0.9225,1,val-new-cl
5776,755,510,0.0600,0.1575,0.0667,0.3533,0,train
5777,761,510,0.1675,0.2650,0.0533,0.3533,1,train
5778,761,510,0.2650,0.3500,0.0833,0.3567,1,train
5779,761,510,0.3425,0.4250,0.0733,0.3567,1,train
5782,756,510,0.8875,1.0000,0.6367,0.9567,1,train
5787,757,510,0.4325,0.5300,0.6333,0.9567,0,train
5788,758,510,0.0025,0.1075,0.6367,0.9633,0,train
5789,759,511,0.1525,0.2625,0.0367,0.3767,0,val-new-cl
5792,755,511,0.5575,0.6575,0.0533,0.3800,0,val-old-cl
5793,755,511,0.8400,0.9550,0.0667,0.3800,0,val-old-cl
5795,755,511,0.5025,0.5675,0.1067,0.3867,1,val-old-cl
5796,760,511,0.0025,0.1100,0.6667,0.9900,0,val-old-cl
5798,760,511,0.1600,0.2275,0.6067,0.8167,1,val-old-cl
5799,760,511,0.2500,0.3125,0.6067,0.8167,1,val-old-cl
5800,758,511,0.6025,0.7025,0.6733,0.9967,0,val-old-cl
5802,758,511,0.8000,0.9125,0.6867,1.0000,0,val-old-cl
5803,755,512,0.2000,0.3567,0.1250,0.3825,0,train
5804,758,512,0.1233,0.2867,0.6325,0.9300,0,train
5805,1038,512,0.6067,0.7667,0.6300,0.9325,0,train
5806,757,512,0.7800,0.9367,0.6250,0.9025,0,train
5807,762,513,0.2267,0.4000,0.6450,1.0000,0,train
5808,762,514,0.5500,0.6825,0.4633,0.9633,0,train
5809,762,514,0.6725,0.7700,0.4267,0.8567,0,train
5810,762,514,0.7550,0.8825,0.4300,0.8533,0,train
5811,762,514,0.8725,1.0000,0.4600,0.9300,0,train
5813,763,515,0.6625,0.7650,0.0300,0.3200,0,train
5814,763,515,0.7725,0.8800,0.0133,0.3267,0,train
5815,760,515,0.0600,0.2050,0.5833,0.9900,0,train
5816,764,515,0.6375,0.7775,0.5733,0.9667,0,train
5817,764,515,0.7725,0.9150,0.5733,0.9633,0,train
5818,764,515,0.9050,1.0000,0.5667,0.9600,0,train
5819,764,516,0.0933,0.2967,0.7200,1.0000,0,train
5820,764,516,0.2900,0.4800,0.7225,1.0000,0,train
5821,764,516,0.4767,0.6633,0.7150,1.0000,0,train
5822,758,516,0.6600,0.8433,0.7200,1.0000,0,train
5824,763,516,0.1800,0.3300,0.2925,0.5450,0,train
5825,763,516,0.3333,0.4867,0.2925,0.5475,0,train
5827,571,516,0.6533,0.7967,0.3325,0.5650,0,train
5829,757,517,0.0233,0.2000,0.0000,0.1525,1,train
5831,765,517,0.0833,0.2667,0.3550,0.6500,0,train
5832,765,517,0.2500,0.4067,0.3500,0.6525,0,train
5833,765,517,0.4200,0.5533,0.3325,0.6025,0,train
5834,766,517,0.5833,0.7933,0.4450,0.6525,0,train
5835,766,517,0.7800,0.9867,0.4425,0.6550,0,train
5836,767,517,0.2933,0.4267,0.7500,1.0000,0,train
5837,767,517,0.4233,0.5433,0.7450,0.9825,1,train
5839,768,517,0.5700,0.7000,0.7525,1.0000,0,train
5840,768,517,0.6967,0.8067,0.7450,0.9750,0,train
5841,768,517,0.7967,0.9367,0.7450,0.9900,1,train
5842,765,518,0.0033,0.2233,0.2075,0.5650,0,train
5843,765,518,0.1933,0.3933,0.2000,0.5625,0,train
5844,765,518,0.3967,0.5667,0.1950,0.5225,0,train
5845,766,518,0.6033,0.8700,0.3100,0.5675,0,train
5846,766,518,0.8500,1.0000,0.3025,0.5650,0,train
5847,768,518,0.5800,0.7367,0.6950,1.0000,0,train
5848,768,518,0.7367,0.8600,0.6775,0.9775,0,train
5849,768,518,0.8500,1.0000,0.6775,0.9550,1,train
5850,767,518,0.4167,0.5633,0.6800,0.9700,1,train
5851,767,518,0.2567,0.4200,0.6850,0.9900,0,train
5853,769,519,0.8575,1.0000,0.3033,0.5733,0,train
5855,769,519,0.8175,0.9950,0.7300,0.9333,0,train
5856,769,519,0.6975,0.8675,0.2967,0.5533,1,train
5857,769,519,0.6825,0.8450,0.5367,0.7533,1,train
5858,769,519,0.6750,0.8275,0.7233,0.9367,0,train
5859,44,519,0.4925,0.7050,0.3200,0.6900,0,train
5860,44,519,0.4975,0.6875,0.6500,0.9767,1,train
5861,44,519,0.2925,0.5000,0.6000,1.0000,1,train
5862,44,519,0.3375,0.5000,0.2900,0.6000,0,train
5863,44,519,0.1275,0.3025,0.6000,0.9600,1,train
5864,44,519,0.0000,0.1400,0.5867,0.9633,1,train
5865,44,519,0.1625,0.3275,0.3067,0.5967,0,train
5866,44,519,0.0000,0.1725,0.2900,0.5967,0,train
5867,769,520,0.7433,0.9500,0.5675,0.7250,1,train
5868,769,520,0.7400,0.9367,0.7100,0.8525,0,train
5869,769,520,0.7400,0.9267,0.8300,0.9750,1,train
5870,44,520,0.4900,0.7533,0.5775,0.8225,0,train
5871,44,520,0.5000,0.7433,0.7900,1.0000,0,train
5872,44,520,0.2567,0.5067,0.7300,1.0000,1,train
5873,44,520,0.3167,0.4967,0.5675,0.7275,0,train
5875,44,520,0.1133,0.3100,0.5675,0.7325,0,train
5876,44,520,0.0000,0.1400,0.5675,0.7250,1,train
5877,51,520,0.7900,1.0000,0.2025,0.4800,0,train
5878,51,521,0.7200,1.0000,0.2300,0.4900,0,train
